Player,Team,PA,BA,OBP,SLG,OPS,HR,SB,ISO,HR_rate,GAP_rate,SB_rate,BB_rate,SO_rate,Cluster,Hitter_Type
Tyler Soderstrom,ATH,624.0,0.276,0.346,0.474,0.82,25.0,8.0,0.1979999999999999,0.0400641025641025,0.0560897435897435,0.0128205128205128,0.0881410256410256,0.2259615384615384,1,거포형
Andy Pages,LAD,624.0,0.272,0.313,0.461,0.774,27.0,14.0,0.189,0.0432692307692307,0.0448717948717948,0.0224358974358974,0.0464743589743589,0.2163461538461538,3,저타율 장타형
Xavier Edwards,MIA,619.0,0.283,0.343,0.353,0.695,3.0,27.0,0.07,0.0048465266558966,0.0403877221324717,0.0436187399030694,0.0791599353796446,0.1421647819063005,2,교타·스피드형
Jung Hoo Lee,SFG,617.0,0.266,0.327,0.407,0.735,8.0,10.0,0.1409999999999999,0.012965964343598,0.0696920583468395,0.0162074554294975,0.0761750405186385,0.1150729335494327,2,교타·스피드형
Nathaniel Lowe,2TM,609.0,0.228,0.307,0.381,0.689,18.0,1.0,0.153,0.0295566502463054,0.0426929392446633,0.0016420361247947,0.1018062397372742,0.2610837438423645,3,저타율 장타형
Josh Naylor,2TM,604.0,0.295,0.353,0.462,0.816,20.0,30.0,0.167,0.0331125827814569,0.0496688741721854,0.0496688741721854,0.0794701986754966,0.1374172185430463,2,교타·스피드형
Kyle Tucker,CHC,597.0,0.266,0.377,0.464,0.841,22.0,25.0,0.198,0.0368509212730318,0.0485762144053601,0.0418760469011725,0.1457286432160804,0.1474036850921273,1,거포형
Anthony Volpe,NYY,596.0,0.212,0.272,0.391,0.663,19.0,18.0,0.179,0.0318791946308724,0.0604026845637583,0.0302013422818791,0.0721476510067114,0.2516778523489933,3,저타율 장타형
Otto Lopez,MIA,594.0,0.246,0.305,0.368,0.672,15.0,15.0,0.122,0.0252525252525252,0.0353535353535353,0.0252525252525252,0.074074074074074,0.138047138047138,0,저타율·저장타형
Sal Frelick,MIL,594.0,0.288,0.351,0.405,0.756,12.0,19.0,0.117,0.0202020202020202,0.0387205387205387,0.0319865319865319,0.0791245791245791,0.1346801346801346,2,교타·스피드형
Michael Busch,CHC,592.0,0.261,0.343,0.523,0.866,34.0,4.0,0.262,0.0574324324324324,0.0506756756756756,0.0067567567567567,0.0945945945945946,0.2347972972972972,1,거포형
Marcell Ozuna,ATL,592.0,0.232,0.355,0.4,0.756,21.0,0.0,0.168,0.0354729729729729,0.0320945945945945,0.0,0.1587837837837837,0.2432432432432432,1,거포형
Jackson Chourio,MIL,589.0,0.27,0.308,0.463,0.77,21.0,21.0,0.193,0.0356536502546689,0.066213921901528,0.0356536502546689,0.0509337860780984,0.2054329371816638,2,교타·스피드형
Nick Castellanos,PHI,589.0,0.25,0.294,0.4,0.694,17.0,4.0,0.15,0.0288624787775891,0.0492359932088285,0.0067911714770797,0.0543293718166383,0.2258064516129032,3,저타율 장타형
Ernie Clement,TOR,588.0,0.277,0.313,0.398,0.711,9.0,6.0,0.121,0.0153061224489795,0.0629251700680272,0.010204081632653,0.0459183673469387,0.1037414965986394,2,교타·스피드형
Jordan Beck,COL,588.0,0.258,0.317,0.416,0.732,16.0,19.0,0.1579999999999999,0.0272108843537414,0.0544217687074829,0.032312925170068,0.0731292517006802,0.2959183673469387,3,저타율 장타형
Ceddanne Rafaela,BOS,587.0,0.249,0.295,0.414,0.708,16.0,20.0,0.1649999999999999,0.0272572402044293,0.0647359454855195,0.0340715502555366,0.0477001703577512,0.1993185689948892,2,교타·스피드형
George Springer,TOR,586.0,0.309,0.399,0.56,0.959,32.0,18.0,0.251,0.0546075085324232,0.0477815699658703,0.030716723549488,0.1177474402730375,0.189419795221843,1,거포형
Ryan McMahon,2TM,586.0,0.214,0.312,0.381,0.693,20.0,3.0,0.167,0.0341296928327645,0.0409556313993174,0.0051194539249146,0.1194539249146757,0.3225255972696246,3,저타율 장타형
Agust?n Ram?rez,MIA,585.0,0.231,0.287,0.413,0.701,21.0,16.0,0.1819999999999999,0.0358974358974358,0.0581196581196581,0.0273504273504273,0.0615384615384615,0.1931623931623931,3,저타율 장타형
Carlos Correa,2TM,584.0,0.276,0.332,0.402,0.734,13.0,0.0,0.126,0.0222602739726027,0.0496575342465753,0.0,0.0770547945205479,0.1934931506849315,2,교타·스피드형
Lars Nootbaar,STL,583.0,0.234,0.325,0.361,0.686,13.0,4.0,0.1269999999999999,0.0222984562607204,0.0428816466552315,0.006861063464837,0.1097770154373928,0.2041166380789022,0,저타율·저장타형
Trent Grisham,NYY,581.0,0.235,0.348,0.464,0.811,34.0,3.0,0.229,0.0585197934595524,0.0172117039586919,0.0051635111876075,0.1411359724612736,0.2358003442340791,1,거포형
Bryce Harper,PHI,580.0,0.261,0.357,0.487,0.844,27.0,12.0,0.2259999999999999,0.046551724137931,0.0551724137931034,0.0206896551724137,0.1206896551724138,0.2086206896551724,1,거포형
Hunter Goodman,COL,579.0,0.278,0.323,0.52,0.843,31.0,1.0,0.242,0.0535405872193437,0.0569948186528497,0.001727115716753,0.0569948186528497,0.2625215889464594,3,저타율 장타형
Matt McLain,CIN,577.0,0.22,0.3,0.343,0.643,15.0,18.0,0.123,0.0259965337954939,0.0311958405545927,0.0311958405545927,0.095320623916811,0.2894280762564991,0,저타율·저장타형
Wyatt Langford,TEX,573.0,0.241,0.344,0.431,0.775,22.0,22.0,0.19,0.0383944153577661,0.0453752181500872,0.0383944153577661,0.1291448516579406,0.2635253054101221,1,거포형
Jo Adell,LAA,573.0,0.236,0.293,0.485,0.778,37.0,5.0,0.249,0.0645724258289703,0.0331588132635253,0.0087260034904013,0.0575916230366492,0.2635253054101221,3,저타율 장타형
Ke'Bryan Hayes,2TM,570.0,0.235,0.29,0.306,0.595,5.0,12.0,0.071,0.0087719298245614,0.0333333333333333,0.0210526315789473,0.0631578947368421,0.1947368421052631,0,저타율·저장타형
Miguel Vargas,CHW,569.0,0.234,0.316,0.401,0.717,16.0,6.0,0.167,0.0281195079086115,0.0597539543057996,0.0105448154657293,0.0984182776801406,0.1757469244288225,2,교타·스피드형
Spencer Steer,CIN,568.0,0.238,0.312,0.411,0.723,21.0,7.0,0.173,0.0369718309859154,0.0404929577464788,0.0123239436619718,0.0897887323943662,0.227112676056338,3,저타율 장타형
Yainer Diaz,HOU,567.0,0.256,0.284,0.417,0.701,20.0,1.0,0.1609999999999999,0.0352733686067019,0.0458553791887125,0.001763668430335,0.0352733686067019,0.1675485008818342,3,저타율 장타형
Jonathan India,KCR,567.0,0.233,0.323,0.346,0.669,9.0,0.0,0.1129999999999999,0.0158730158730158,0.0511463844797178,0.0,0.0952380952380952,0.1869488536155202,0,저타율·저장타형
Trevor Larnach,MIN,567.0,0.25,0.323,0.404,0.727,17.0,4.0,0.154,0.0299823633156966,0.0440917107583774,0.0070546737213403,0.0934744268077601,0.2151675485008818,3,저타율 장타형
Nolan Schanuel,LAA,564.0,0.264,0.353,0.389,0.742,12.0,5.0,0.125,0.0212765957446808,0.0425531914893617,0.0088652482269503,0.1046099290780141,0.125886524822695,2,교타·스피드형
Josh Smith,TEX,563.0,0.251,0.335,0.366,0.7,10.0,12.0,0.1149999999999999,0.0177619893428063,0.0444049733570159,0.0213143872113676,0.0976909413854351,0.1776198934280639,2,교타·스피드형
Willson Contreras,STL,563.0,0.257,0.344,0.447,0.791,20.0,5.0,0.19,0.0355239786856127,0.0568383658969804,0.0088809946714031,0.0781527531083481,0.2522202486678508,1,거포형
Bryson Stott,PHI,560.0,0.257,0.328,0.391,0.719,13.0,24.0,0.134,0.0232142857142857,0.0446428571428571,0.0428571428571428,0.0964285714285714,0.1625,2,교타·스피드형
Mike Yastrzemski,2TM,558.0,0.233,0.333,0.403,0.735,17.0,7.0,0.17,0.0304659498207885,0.0519713261648745,0.0125448028673835,0.1290322580645161,0.1935483870967742,1,거포형
Ketel Marte,ARI,556.0,0.283,0.376,0.517,0.893,28.0,4.0,0.234,0.0503597122302158,0.0503597122302158,0.0071942446043165,0.1151079136690647,0.1492805755395683,1,거포형
Mike Trout,LAA,556.0,0.232,0.359,0.439,0.797,26.0,2.0,0.207,0.0467625899280575,0.026978417266187,0.0035971223021582,0.1564748201438849,0.3201438848920863,1,거포형
Zach Neto,LAA,554.0,0.257,0.319,0.474,0.793,26.0,26.0,0.2169999999999999,0.0469314079422382,0.0541516245487364,0.0469314079422382,0.0595667870036101,0.2689530685920577,3,저타율 장타형
Brandon Lowe,TBR,553.0,0.256,0.307,0.477,0.785,31.0,3.0,0.2209999999999999,0.0560578661844484,0.0343580470162748,0.0054249547920434,0.0687160940325497,0.2694394213381555,3,저타율 장타형
Xander Bogaerts,SDP,552.0,0.263,0.328,0.391,0.72,11.0,20.0,0.128,0.019927536231884,0.0543478260869565,0.036231884057971,0.0869565217391304,0.1702898550724637,2,교타·스피드형
Andrew McCutchen,PIT,551.0,0.239,0.333,0.367,0.7,13.0,1.0,0.128,0.0235934664246823,0.0399274047186932,0.0018148820326678,0.1215970961887477,0.2141560798548094,0,저타율·저장타형
J.T. Realmuto,PHI,550.0,0.257,0.315,0.384,0.7,12.0,8.0,0.127,0.0218181818181818,0.049090909090909,0.0145454545454545,0.0636363636363636,0.2345454545454545,2,교타·스피드형
Adolis Garc?a,TEX,547.0,0.227,0.271,0.394,0.665,19.0,13.0,0.167,0.0347349177330895,0.0511882998171846,0.0237659963436928,0.0511882998171846,0.2468007312614259,3,저타율 장타형
Alec Burleson,STL,546.0,0.29,0.343,0.459,0.801,18.0,5.0,0.169,0.0329670329670329,0.0512820512820512,0.0091575091575091,0.0714285714285714,0.1446886446886447,2,교타·스피드형
Teoscar Hern?ndez,LAD,546.0,0.247,0.284,0.454,0.738,25.0,5.0,0.207,0.0457875457875457,0.0549450549450549,0.0091575091575091,0.0476190476190476,0.2454212454212454,3,저타율 장타형
Lourdes Gurriel Jr.,ARI,546.0,0.248,0.295,0.418,0.713,19.0,10.0,0.1699999999999999,0.0347985347985348,0.0476190476190476,0.0183150183150183,0.0567765567765567,0.1391941391941392,2,교타·스피드형
Gavin Sheets,SDP,545.0,0.252,0.317,0.429,0.746,19.0,2.0,0.177,0.0348623853211009,0.0532110091743119,0.0036697247706422,0.0807339449541284,0.1963302752293578,3,저타율 장타형
Ryan O'Hearn,2TM,544.0,0.281,0.366,0.437,0.803,17.0,3.0,0.1559999999999999,0.03125,0.0404411764705882,0.0055147058823529,0.1066176470588235,0.2003676470588235,1,거포형
Lenyn Sosa,CHW,544.0,0.264,0.293,0.434,0.727,22.0,2.0,0.1699999999999999,0.0404411764705882,0.0386029411764705,0.0036764705882352,0.0330882352941176,0.2334558823529411,3,저타율 장타형
Oneil Cruz,PIT,544.0,0.2,0.298,0.378,0.676,20.0,38.0,0.178,0.0367647058823529,0.0386029411764705,0.0698529411764705,0.1176470588235294,0.3198529411764705,3,저타율 장타형
Jeremy Pe?a,HOU,543.0,0.304,0.363,0.477,0.84,17.0,20.0,0.173,0.0313075506445672,0.0589318600368324,0.0368324125230202,0.0644567219152854,0.1712707182320442,2,교타·스피드형
Byron Buxton,MIN,542.0,0.264,0.327,0.551,0.878,35.0,24.0,0.287,0.0645756457564575,0.051660516605166,0.044280442804428,0.0756457564575645,0.2730627306273063,1,거포형
Luis Rengifo,LAA,541.0,0.238,0.287,0.335,0.622,9.0,10.0,0.097,0.0166358595194085,0.0351201478743068,0.0184842883548983,0.0609981515711645,0.1922365988909427,0,저타율·저장타형
Brenton Doyle,COL,538.0,0.233,0.274,0.376,0.651,15.0,18.0,0.143,0.0278810408921933,0.0464684014869888,0.0334572490706319,0.0557620817843866,0.2565055762081784,3,저타율 장타형
Masyn Winn,STL,537.0,0.253,0.31,0.363,0.673,9.0,9.0,0.1099999999999999,0.0167597765363128,0.0502793296089385,0.0167597765363128,0.0633147113594041,0.1899441340782122,2,교타·스피드형
Matt Chapman,SFG,535.0,0.231,0.34,0.43,0.77,21.0,9.0,0.1989999999999999,0.0392523364485981,0.0467289719626168,0.016822429906542,0.1327102803738317,0.2355140186915887,1,거포형
Marcus Semien,TEX,534.0,0.23,0.305,0.364,0.669,15.0,11.0,0.1339999999999999,0.0280898876404494,0.0318352059925093,0.0205992509363295,0.0936329588014981,0.1741573033707865,0,저타율·저장타형
Paul Goldschmidt,NYY,534.0,0.274,0.328,0.403,0.731,10.0,5.0,0.129,0.0187265917602996,0.0599250936329588,0.0093632958801498,0.0674157303370786,0.1872659176029962,2,교타·스피드형
Josh Bell,WSN,533.0,0.237,0.325,0.417,0.741,22.0,0.0,0.18,0.0412757973733583,0.0318949343339587,0.0,0.1069418386491557,0.1651031894934334,1,거포형
Jazz Chisholm Jr.,NYY,531.0,0.242,0.332,0.481,0.813,31.0,31.0,0.239,0.0583804143126177,0.0301318267419962,0.0583804143126177,0.1092278719397363,0.2787193973634652,1,거포형
Kyle Manzardo,CLE,531.0,0.234,0.313,0.455,0.768,27.0,2.0,0.221,0.0508474576271186,0.03954802259887,0.0037664783427495,0.0903954802259887,0.2542372881355932,3,저타율 장타형
Ben Rice,NYY,530.0,0.255,0.337,0.499,0.836,26.0,3.0,0.244,0.0490566037735849,0.060377358490566,0.0056603773584905,0.0943396226415094,0.1886792452830188,1,거포형
Brooks Lee,MIN,527.0,0.236,0.285,0.37,0.654,16.0,3.0,0.134,0.0303605313092979,0.0303605313092979,0.0056925996204933,0.0588235294117647,0.174573055028463,0,저타율·저장타형
Luis Garc?a Jr.,WSN,526.0,0.252,0.289,0.412,0.701,16.0,14.0,0.1599999999999999,0.0304182509505703,0.0551330798479087,0.026615969581749,0.0513307984790874,0.1596958174904943,2,교타·스피드형
Jorge Polanco,SEA,524.0,0.265,0.326,0.495,0.821,26.0,6.0,0.2299999999999999,0.049618320610687,0.0572519083969465,0.0114503816793893,0.0801526717557251,0.1564885496183206,1,거포형
Shea Langeliers,ATH,523.0,0.277,0.325,0.536,0.861,31.0,7.0,0.259,0.0592734225621414,0.0611854684512428,0.0133843212237093,0.0688336520076481,0.1969407265774378,1,거포형
Jacob Wilson,ATH,523.0,0.311,0.355,0.444,0.8,13.0,5.0,0.133,0.0248565965583174,0.0497131931166348,0.0095602294455066,0.0516252390057361,0.0745697896749522,2,교타·스피드형
Brendan Donovan,STL,515.0,0.287,0.353,0.422,0.775,10.0,3.0,0.135,0.0194174757281553,0.062135922330097,0.0058252427184466,0.0815533980582524,0.1300970873786407,2,교타·스피드형
Jake Cronenworth,SDP,515.0,0.246,0.367,0.377,0.744,11.0,3.0,0.131,0.0213592233009708,0.0407766990291262,0.0058252427184466,0.1339805825242718,0.2077669902912621,1,거포형
Eric Wagaman,MIA,514.0,0.25,0.296,0.378,0.674,9.0,4.0,0.128,0.0175097276264591,0.0603112840466926,0.0077821011673151,0.0622568093385214,0.1945525291828793,2,교타·스피드형
Zach McKinstry,DET,511.0,0.259,0.333,0.438,0.771,12.0,19.0,0.179,0.0234833659491193,0.0665362035225048,0.0371819960861056,0.0900195694716242,0.2172211350293542,2,교타·스피드형
Josh Jung,TEX,511.0,0.251,0.294,0.39,0.684,14.0,4.0,0.139,0.0273972602739726,0.0469667318982387,0.0078277886497064,0.0528375733855185,0.2524461839530332,3,저타율 장타형
Caleb Durbin,MIL,506.0,0.256,0.334,0.387,0.721,11.0,18.0,0.131,0.0217391304347826,0.0494071146245059,0.0355731225296442,0.0592885375494071,0.0988142292490118,2,교타·스피드형
Alejandro Kirk,TOR,506.0,0.282,0.348,0.421,0.769,15.0,1.0,0.139,0.0296442687747035,0.0355731225296442,0.0019762845849802,0.0948616600790513,0.116600790513834,2,교타·스피드형
Joey Ortiz,MIL,506.0,0.23,0.276,0.317,0.593,7.0,14.0,0.087,0.0138339920948616,0.0375494071146245,0.0276679841897233,0.0533596837944664,0.1462450592885375,0,저타율·저장타형
Chase Meidroth,CHW,505.0,0.253,0.329,0.32,0.649,5.0,14.0,0.067,0.0099009900990099,0.0297029702970297,0.0277227722772277,0.0891089108910891,0.1425742574257425,0,저타율·저장타형
Alec Bohm,PHI,504.0,0.287,0.331,0.409,0.741,11.0,2.0,0.122,0.0218253968253968,0.0416666666666666,0.0039682539682539,0.0575396825396825,0.1626984126984127,2,교타·스피드형
Gavin Lux,CIN,503.0,0.269,0.35,0.374,0.724,5.0,1.0,0.1049999999999999,0.0099403578528827,0.0596421471172962,0.0019880715705765,0.1113320079522862,0.2266401590457256,2,교타·스피드형
Addison Barger,TOR,502.0,0.243,0.301,0.454,0.756,21.0,4.0,0.211,0.0418326693227091,0.0657370517928286,0.0079681274900398,0.0717131474103585,0.2410358565737052,3,저타율 장타형
Harrison Bader,2TM,501.0,0.277,0.347,0.449,0.796,17.0,11.0,0.172,0.0339321357285429,0.0499001996007984,0.0219560878243512,0.0778443113772455,0.2714570858283433,1,거포형
Cedric Mullins,2TM,498.0,0.216,0.299,0.391,0.69,17.0,22.0,0.175,0.0341365461847389,0.0481927710843373,0.0441767068273092,0.1004016064257028,0.2409638554216867,3,저타율 장타형
Jes?s S?nchez,2TM,497.0,0.237,0.304,0.395,0.699,14.0,13.0,0.158,0.028169014084507,0.0503018108651911,0.0261569416498993,0.0845070422535211,0.221327967806841,3,저타율 장타형
Alex Bregman,BOS,495.0,0.273,0.36,0.462,0.821,18.0,1.0,0.189,0.0363636363636363,0.0565656565656565,0.002020202020202,0.103030303030303,0.1414141414141414,1,거포형
Cam Smith,HOU,493.0,0.236,0.312,0.358,0.671,9.0,8.0,0.122,0.0182555780933062,0.0486815415821501,0.0162271805273833,0.0872210953346856,0.2778904665314402,0,저타율·저장타형
Ty France,2TM,490.0,0.257,0.32,0.36,0.681,7.0,1.0,0.1029999999999999,0.0142857142857142,0.0510204081632653,0.0020408163265306,0.0448979591836734,0.1693877551020408,2,교타·스피드형
Nick Kurtz,ATH,489.0,0.29,0.383,0.619,1.002,36.0,2.0,0.329,0.0736196319018405,0.0572597137014314,0.0040899795501022,0.1288343558282208,0.3087934560327198,1,거포형
Ram?n Laureano,2TM,488.0,0.281,0.342,0.512,0.855,24.0,7.0,0.2309999999999999,0.0491803278688524,0.0573770491803278,0.0143442622950819,0.0717213114754098,0.2438524590163934,1,거포형
Michael Conforto,LAD,486.0,0.199,0.305,0.333,0.637,12.0,1.0,0.134,0.0246913580246913,0.0411522633744856,0.0020576131687242,0.1152263374485596,0.2489711934156378,0,저타율·저장타형
Angel Mart?nez,CLE,484.0,0.224,0.269,0.359,0.628,11.0,8.0,0.1349999999999999,0.0227272727272727,0.0516528925619834,0.0165289256198347,0.0475206611570247,0.2272727272727272,0,저타율·저장타형
Jackson Merrill,SDP,483.0,0.264,0.317,0.457,0.774,16.0,1.0,0.193,0.0331262939958592,0.0641821946169772,0.0020703933747412,0.0683229813664596,0.2236024844720497,3,저타율 장타형
Carlos Santana,2TM,474.0,0.219,0.308,0.325,0.633,11.0,7.0,0.106,0.0232067510548523,0.0232067510548523,0.0147679324894514,0.1097046413502109,0.1919831223628691,0,저타율·저장타형
Max Kepler,PHI,474.0,0.216,0.3,0.391,0.691,18.0,3.0,0.175,0.0379746835443038,0.040084388185654,0.0063291139240506,0.1012658227848101,0.1962025316455696,3,저타율 장타형
Gabriel Arias,CLE,471.0,0.22,0.274,0.363,0.638,11.0,8.0,0.143,0.0233545647558386,0.0573248407643312,0.0169851380042462,0.0573248407643312,0.3439490445859872,3,저타율 장타형
Andrew Benintendi,CHW,470.0,0.24,0.307,0.431,0.738,20.0,1.0,0.191,0.0425531914893617,0.0382978723404255,0.002127659574468,0.0851063829787234,0.1744680851063829,3,저타율 장타형
Dillon Dingler,DET,469.0,0.278,0.327,0.425,0.752,13.0,0.0,0.1469999999999999,0.0277185501066098,0.0490405117270788,0.0,0.0490405117270788,0.2345415778251599,2,교타·스피드형
Alek Thomas,ARI,469.0,0.249,0.289,0.37,0.659,9.0,7.0,0.121,0.0191897654584221,0.0469083155650319,0.0149253731343283,0.044776119402985,0.2601279317697228,0,저타율·저장타형
Colt Keith,DET,468.0,0.256,0.333,0.413,0.746,13.0,1.0,0.1569999999999999,0.0277777777777777,0.0512820512820512,0.0021367521367521,0.1025641025641025,0.2179487179487179,1,거포형
Kerry Carpenter,DET,464.0,0.252,0.291,0.497,0.788,26.0,1.0,0.245,0.0560344827586206,0.0495689655172413,0.0021551724137931,0.0387931034482758,0.2284482758620689,3,저타율 장타형
Ryan Jeffers,MIN,464.0,0.266,0.356,0.397,0.752,9.0,1.0,0.131,0.0193965517241379,0.0560344827586206,0.0021551724137931,0.1077586206896551,0.1961206896551724,2,교타·스피드형
Victor Scott II,STL,463.0,0.216,0.305,0.296,0.601,5.0,34.0,0.0799999999999999,0.0107991360691144,0.0345572354211663,0.0734341252699784,0.0907127429805615,0.2397408207343412,0,저타율·저장타형
Wilmer Flores,SFG,463.0,0.241,0.307,0.379,0.686,16.0,1.0,0.138,0.0345572354211663,0.0215982721382289,0.0021598272138228,0.0734341252699784,0.1900647948164147,0,저타율·저장타형
Mark Vientos,NYM,463.0,0.233,0.289,0.413,0.702,17.0,1.0,0.1799999999999999,0.0367170626349892,0.0496760259179265,0.0021598272138228,0.0647948164146868,0.2483801295896328,3,저타율 장타형
Jeff McNeil,NYM,462.0,0.243,0.335,0.411,0.746,12.0,3.0,0.1679999999999999,0.0259740259740259,0.0562770562770562,0.0064935064935064,0.106060606060606,0.119047619047619,2,교타·스피드형
Mickey Moniak,COL,461.0,0.27,0.306,0.518,0.824,24.0,9.0,0.248,0.0520607375271149,0.0607375271149674,0.0195227765726681,0.0477223427331887,0.2386117136659436,3,저타율 장타형
Isiah Kiner-Falefa,2TM,459.0,0.262,0.297,0.334,0.631,2.0,15.0,0.072,0.0043572984749455,0.0501089324618736,0.0326797385620915,0.037037037037037,0.167755991285403,2,교타·스피드형
Adam Frazier,2TM,459.0,0.267,0.319,0.365,0.684,7.0,8.0,0.0979999999999999,0.0152505446623093,0.0435729847494553,0.0174291938997821,0.0566448801742919,0.1764705882352941,2,교타·스피드형
Kyle Stowers,MIA,457.0,0.288,0.368,0.544,0.912,25.0,5.0,0.256,0.0547045951859956,0.0525164113785558,0.0109409190371991,0.1050328227571116,0.2735229759299781,1,거포형
Willi Castro,2TM,454.0,0.226,0.313,0.366,0.679,11.0,10.0,0.1399999999999999,0.0242290748898678,0.0440528634361233,0.0220264317180616,0.0881057268722467,0.2444933920704846,0,저타율·저장타형
Iv?n Herrera,STL,452.0,0.284,0.373,0.464,0.837,19.0,8.0,0.18,0.0420353982300885,0.0287610619469026,0.0176991150442477,0.0951327433628318,0.1858407079646017,1,거포형
Patrick Bailey,SFG,452.0,0.222,0.277,0.325,0.602,6.0,1.0,0.103,0.0132743362831858,0.0464601769911504,0.0022123893805309,0.0663716814159292,0.2942477876106195,0,저타율·저장타형
Logan O'Hoppe,LAA,451.0,0.213,0.258,0.371,0.629,19.0,2.0,0.158,0.0421286031042128,0.0199556541019955,0.0044345898004434,0.0532150776053215,0.3082039911308204,3,저타율 장타형
Tommy Pham,PIT,449.0,0.245,0.33,0.37,0.7,10.0,5.0,0.125,0.0222717149220489,0.0400890868596882,0.0111358574610244,0.111358574610245,0.2093541202672605,0,저타율·저장타형
Austin Wells,NYY,448.0,0.219,0.275,0.436,0.712,21.0,5.0,0.217,0.046875,0.0513392857142857,0.0111607142857142,0.0669642857142857,0.2633928571428571,3,저타율 장타형
Austin Riley,ATL,447.0,0.26,0.309,0.428,0.737,16.0,2.0,0.1679999999999999,0.0357941834451901,0.046979865771812,0.0044742729306487,0.0604026845637583,0.2863534675615212,3,저타율 장타형
Andrew Vaughn,2TM,447.0,0.254,0.307,0.411,0.719,14.0,0.0,0.1569999999999999,0.0313199105145413,0.0492170022371364,0.0,0.0693512304250559,0.1789709172259508,3,저타율 장타형
Drake Baldwin,ATL,446.0,0.274,0.341,0.469,0.81,19.0,0.0,0.1949999999999999,0.0426008968609865,0.0448430493273542,0.0,0.085201793721973,0.1524663677130044,1,거포형
Carlos Narv?ez,BOS,446.0,0.241,0.306,0.419,0.726,15.0,1.0,0.178,0.0336322869955156,0.0605381165919282,0.0022421524663677,0.085201793721973,0.2488789237668161,3,저타율 장타형
Corey Seager,TEX,445.0,0.271,0.373,0.487,0.86,21.0,3.0,0.2159999999999999,0.047191011235955,0.0426966292134831,0.0067415730337078,0.1303370786516854,0.195505617977528,1,거포형
Isaac Collins,MIL,441.0,0.263,0.368,0.411,0.779,9.0,16.0,0.1479999999999999,0.0204081632653061,0.0566893424036281,0.0362811791383219,0.1292517006802721,0.2108843537414966,2,교타·스피드형
Chandler Simpson,TBR,441.0,0.295,0.326,0.345,0.671,0.0,44.0,0.0499999999999999,0.0,0.0408163265306122,0.0997732426303854,0.0453514739229024,0.0975056689342403,2,교타·스피드형
Isaac Paredes,HOU,438.0,0.254,0.352,0.458,0.809,20.0,0.0,0.204,0.045662100456621,0.0365296803652968,0.0,0.1141552511415525,0.1735159817351598,1,거포형
Nathan Lukes,TOR,438.0,0.255,0.323,0.407,0.73,12.0,2.0,0.1519999999999999,0.0273972602739726,0.047945205479452,0.0045662100456621,0.0867579908675799,0.136986301369863,2,교타·스피드형
Matt Shaw,CHC,437.0,0.226,0.295,0.394,0.69,13.0,17.0,0.168,0.0297482837528604,0.0549199084668192,0.0389016018306636,0.0869565217391304,0.2151029748283753,3,저타율 장타형
Javier B?ez,DET,437.0,0.257,0.282,0.398,0.68,12.0,5.0,0.141,0.0274599542334096,0.045766590389016,0.011441647597254,0.022883295194508,0.2494279176201373,3,저타율 장타형
Will Smith,LAD,436.0,0.296,0.404,0.497,0.901,17.0,2.0,0.201,0.0389908256880734,0.0481651376146789,0.0045871559633027,0.146788990825688,0.2041284403669724,1,거포형
Nolan Arenado,STL,436.0,0.237,0.289,0.377,0.666,12.0,3.0,0.14,0.0275229357798165,0.0435779816513761,0.0068807339449541,0.0642201834862385,0.1123853211009174,0,저타율·저장타형
Josh Lowe,TBR,435.0,0.22,0.283,0.366,0.65,11.0,18.0,0.146,0.025287356321839,0.0528735632183908,0.0413793103448275,0.0758620689655172,0.2505747126436781,3,저타율 장타형
Jonah Heim,TEX,433.0,0.213,0.271,0.332,0.602,11.0,3.0,0.119,0.0254041570438799,0.0323325635103926,0.0069284064665127,0.0739030023094688,0.2032332563510392,0,저타율·저장타형
Brett Baty,NYM,432.0,0.254,0.313,0.435,0.748,18.0,8.0,0.181,0.0416666666666666,0.0347222222222222,0.0185185185185185,0.0763888888888889,0.25,3,저타율 장타형
Luis Robert Jr.,CHW,431.0,0.223,0.297,0.364,0.661,14.0,33.0,0.141,0.0324825986078886,0.0278422273781902,0.0765661252900232,0.0928074245939675,0.259860788863109,0,저타율·저장타형
Jasson Dom?nguez,NYY,429.0,0.257,0.331,0.388,0.719,10.0,23.0,0.131,0.0233100233100233,0.0442890442890442,0.0536130536130536,0.0955710955710955,0.2680652680652681,2,교타·스피드형
Jake Mangum,TBR,428.0,0.296,0.33,0.368,0.698,3.0,27.0,0.072,0.0070093457943925,0.0443925233644859,0.0630841121495327,0.0443925233644859,0.1495327102803738,2,교타·스피드형
Tyler Freeman,COL,428.0,0.281,0.354,0.361,0.715,2.0,18.0,0.0799999999999999,0.0046728971962616,0.0514018691588785,0.0420560747663551,0.0794392523364486,0.1191588785046729,2,교타·스피드형
Brandon Marsh,PHI,425.0,0.28,0.342,0.443,0.785,11.0,7.0,0.1629999999999999,0.0258823529411764,0.0635294117647058,0.0164705882352941,0.0894117647058823,0.2588235294117647,2,교타·스피드형
Jonathan Aranda,TBR,422.0,0.316,0.393,0.489,0.883,14.0,0.0,0.173,0.0331753554502369,0.0521327014218009,0.0,0.0971563981042654,0.2535545023696682,1,거포형
